State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Yield_ton_per_hectare
9,34,0,1,4,-0.6562117412501528,-1.196341169949676,-0.2221196546720022,0.6822443838965672,-1.4435039068463507,1.6326719203276803,0.45
2,51,10,0,7,1.4679382824615128,0.048628179417624054,0.6815620802625517,0.4958282050063049,1.084587758842951,-0.1892960443415251,2.13
3,38,5,2,5,-0.13961604851461018,-0.2262351834297018,0.5752465820349575,1.6340220821551492,1.32872210106883,0.9578172217577218,1.58
5,27,13,2,5,0.4251190215288452,0.2264809436129523,0.2762342432698478,1.6227667656938505,-0.6404630248038666,-0.4380002603776589,0.44
3,14,4,3,7,-1.0702103860982053,1.1480816308069282,-0.5942238984685833,1.1535607607134555,0.6595213660334263,-0.6378019620246653,0.74
10,0,13,3,1,-1.0735199682881245,1.5684608916322504,-0.46797424432331436,-1.0496674365857905,-1.7446442376122824,0.9871587303911984,0.29
6,23,9,0,1,2.115412907252944,0.24264937672161874,1.1932054154828506,0.5816499930237089,-0.13608395228644216,0.22847115001130658,6.7
9,34,2,3,0,-1.035008466441794,1.374439694328255,-1.0194858913789615,-0.2252155057956512,-1.0258730777594416,-0.30805929357226314,0.65
1,16,3,3,1,-0.944145391773108,0.33965997537361636,-1.9563912195096385,0.9833240992363105,0.5343560433693971,-0.31504536705642405,1.33
6,44,13,3,4,-0.9107486987657432,1.18041849702426,-0.8600126440375697,-1.1847312341213765,-0.03198606016982377,-1.1855101231828926,0.39
7,28,0,1,7,-0.1889589102552212,-1.4065308003623371,-0.3417245901780459,-1.3352710917912485,1.5666601401925289,1.4035287100471978,0.77
9,43,13,2,4,0.49672634527436615,0.11330191185228876,0.48222052108581187,-0.7978297307642293,-1.436068343123735,1.3825704895947144,0.49
6,32,3,2,0,0.25813555649202163,0.5336811726776111,-0.09587000052673375,0.7589212272891652,-0.27116335991395885,0.44084778392980284,1.53
11,39,9,0,4,0.5972172954046346,-0.40408794762503064,0.21643177551682546,-0.597344406297344,-1.2687681593648843,-1.3531758868027584,2.25
10,0,0,3,6,-1.0548659595813081,0.8570498348509352,-1.8567204399212687,1.591814645425279,-0.09766687305292832,0.973186583422876,0.36
0,17,4,3,4,-0.9603924316145286,0.776207669307604,-1.418169009732441,-0.8161196200138399,-0.6206348548768917,0.0761747480565954,0.27
6,32,2,3,6,-1.0353093375499685,2.1666929166529005,-1.0593542032143095,0.5950156813215012,-0.7953706023583581,0.5512277449795479,0.54
9,41,11,0,0,0.22985367232362275,0.35582840848228225,0.5553124261172827,0.18630700232058717,-0.4830769260085032,1.1338662735585803,53.46
4,21,8,1,7,-0.8090542642027767,-1.0184884057543477,-0.9663281422651638,-1.1727724603812464,-1.6145218724665096,-0.21724033827816924,12.75
1,16,8,0,3,1.0620631575341706,1.034902599046264,1.532086066083308,-0.645882958536695,0.9086127507410485,0.558213818463709,19.71
0,30,12,0,0,-0.07282266249988077,-0.436424813842363,2.1832684927273247,1.1479331024828061,-1.2390259044744218,-1.0932939531919668,11.97
9,41,1,1,7,-0.6450795102476977,-2.29579462133898,-1.53112922659926,-0.002219548406168225,-1.2712466806057563,-1.6591659054090129,0.22
3,50,8,3,2,-1.035610208658143,1.2127553632415928,-1.9431017822311891,-1.0503708938646217,1.0201462065802824,0.7426461584455611,14.4
6,32,10,2,6,0.22052666797021453,-1.277183335493007,0.10347155865000605,-0.04513044241486998,0.5293990008876533,0.016094516092810277,1.2
9,34,7,0,5,1.694494226916879,0.12947034496095522,1.4390600051341633,-0.28641628905396366,1.58153126763776,0.3332622522737225,35.4
9,41,9,3,0,-0.9627994004799243,0.9702288666115993,-1.1922485759988026,1.142305444252157,0.994121733551128,-0.9102588279069468,2.37
3,50,14,1,7,-0.4155148547105873,-1.535878265231667,-1.1125119523281066,0.5239664961595524,1.2394953363974424,-0.1529684622238876,1.69
10,4,14,2,0,-0.38693209943401385,-0.08071928545170594,0.42241805333278953,0.3234811716926669,-1.2638111168831405,1.1157024824997617,1.46
